2022-01-29 18:26:57.785304 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-29 18:27:02.833383  * Response 17 from device ID 15 , data = 16
2022-01-29 18:27:02.833383  * Response 18 from device ID 15 , data = 22741
2022-01-29 18:27:02.833383  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:02.833383  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:02.833383  * Response 21 from device ID 15 , data = 13
2022-01-29 18:27:02.833383  * Response 22 from device ID 15 , data = 52064
2022-01-29 18:27:02.833383  * Response 23 from device ID 15 , data = 100
2022-01-29 18:27:02.833383  * Response 24 from device ID 15 , data = 9900
2022-01-29 18:27:07.788278 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-29 18:27:07.834977  * Response 1 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 2 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 3 from device ID 15 , data = 128
2022-01-29 18:27:07.834977  * Response 4 from device ID 15 , data = 470
2022-01-29 18:27:07.834977  * Response 5 from device ID 15 , data = 10948
2022-01-29 18:27:07.834977  * Response 6 from device ID 15 , data = 514
2022-01-29 18:27:07.834977  * Response 7 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 8 from device ID 15 , data = 2505
2022-01-29 18:27:07.834977  * Response 9 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 10 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 11 from device ID 15 , data = 2058
2022-01-29 18:27:07.834977  * Response 12 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 13 from device ID 15 , data = 60
2022-01-29 18:27:07.834977  * Response 14 from device ID 15 , data = 70
2022-01-29 18:27:07.834977  * Response 15 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 16 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 17 from device ID 15 , data = 16
2022-01-29 18:27:07.834977  * Response 18 from device ID 15 , data = 22741
2022-01-29 18:27:07.834977  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:07.834977  * Response 21 from device ID 15 , data = 13
2022-01-29 18:27:07.834977  * Response 22 from device ID 15 , data = 52064
2022-01-29 18:27:07.834977  * Response 23 from device ID 15 , data = 100
2022-01-29 18:27:07.834977  * Response 24 from device ID 15 , data = 9900
2022-01-29 18:27:12.788802 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-29 18:27:12.835704  * Response 1 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 2 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 3 from device ID 15 , data = 128
2022-01-29 18:27:12.835704  * Response 4 from device ID 15 , data = 470
2022-01-29 18:27:12.835704  * Response 5 from device ID 15 , data = 10948
2022-01-29 18:27:12.835704  * Response 6 from device ID 15 , data = 514
2022-01-29 18:27:12.835704  * Response 7 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 8 from device ID 15 , data = 2505
2022-01-29 18:27:12.835704  * Response 9 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 10 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 11 from device ID 15 , data = 2058
2022-01-29 18:27:12.835704  * Response 12 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 13 from device ID 15 , data = 60
2022-01-29 18:27:12.835704  * Response 14 from device ID 15 , data = 70
2022-01-29 18:27:12.835704  * Response 15 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 16 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 17 from device ID 15 , data = 16
2022-01-29 18:27:12.835704  * Response 18 from device ID 15 , data = 22741
2022-01-29 18:27:12.835704  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:12.835704  * Response 21 from device ID 15 , data = 13
2022-01-29 18:27:12.835704  * Response 22 from device ID 15 , data = 52064
2022-01-29 18:27:12.835704  * Response 23 from device ID 15 , data = 100
2022-01-29 18:27:12.835704  * Response 24 from device ID 15 , data = 9900
2022-01-29 18:27:13.117079 Read holding register for device ID 15 , Start address = 1000 Quantity = 100
2022-01-29 18:27:13.335904  * Response 1 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 2 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 3 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 4 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 5 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 6 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 7 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 8 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 9 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 10 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 11 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 12 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 13 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 14 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 15 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 16 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 17 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 18 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 21 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 22 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 23 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 24 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 25 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 26 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 27 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 28 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 29 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 30 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 31 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 32 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 33 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 34 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 35 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 36 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 37 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 38 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 39 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 40 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 41 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 42 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 43 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 44 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 45 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 46 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 47 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 48 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 49 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 50 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 51 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 52 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 53 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 54 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 55 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 56 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 57 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 58 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 59 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 60 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 61 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 62 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 63 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 64 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 65 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 66 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 67 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 68 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 69 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 70 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 71 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 72 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 73 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 74 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 75 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 76 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 77 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 78 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 79 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 80 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 81 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 82 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 83 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 84 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 85 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 86 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 87 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 88 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 89 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 90 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 91 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 92 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 93 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 94 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 95 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 96 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 97 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 98 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 99 from device ID 15 , data = 0
2022-01-29 18:27:13.335904  * Response 100 from device ID 15 , data = 0
2022-01-29 18:27:17.789978 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-29 18:27:17.836872  * Response 1 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 2 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 3 from device ID 15 , data = 128
2022-01-29 18:27:17.836872  * Response 4 from device ID 15 , data = 470
2022-01-29 18:27:17.836872  * Response 5 from device ID 15 , data = 10948
2022-01-29 18:27:17.836872  * Response 6 from device ID 15 , data = 514
2022-01-29 18:27:17.836872  * Response 7 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 8 from device ID 15 , data = 2505
2022-01-29 18:27:17.836872  * Response 9 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 10 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 11 from device ID 15 , data = 2058
2022-01-29 18:27:17.836872  * Response 12 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 13 from device ID 15 , data = 60
2022-01-29 18:27:17.836872  * Response 14 from device ID 15 , data = 70
2022-01-29 18:27:17.836872  * Response 15 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 16 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 17 from device ID 15 , data = 16
2022-01-29 18:27:17.836872  * Response 18 from device ID 15 , data = 22741
2022-01-29 18:27:17.836872  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:17.836872  * Response 21 from device ID 15 , data = 13
2022-01-29 18:27:17.836872  * Response 22 from device ID 15 , data = 52064
2022-01-29 18:27:17.836872  * Response 23 from device ID 15 , data = 100
2022-01-29 18:27:17.836872  * Response 24 from device ID 15 , data = 9900
2022-01-29 18:27:22.776231 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-29 18:27:22.838672  * Response 1 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 2 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 3 from device ID 15 , data = 128
2022-01-29 18:27:22.838672  * Response 4 from device ID 15 , data = 470
2022-01-29 18:27:22.838672  * Response 5 from device ID 15 , data = 10948
2022-01-29 18:27:22.838672  * Response 6 from device ID 15 , data = 514
2022-01-29 18:27:22.838672  * Response 7 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 8 from device ID 15 , data = 2505
2022-01-29 18:27:22.838672  * Response 9 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 10 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 11 from device ID 15 , data = 2058
2022-01-29 18:27:22.838672  * Response 12 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 13 from device ID 15 , data = 60
2022-01-29 18:27:22.838672  * Response 14 from device ID 15 , data = 70
2022-01-29 18:27:22.838672  * Response 15 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 16 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 17 from device ID 15 , data = 16
2022-01-29 18:27:22.838672  * Response 18 from device ID 15 , data = 22741
2022-01-29 18:27:22.838672  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:22.838672  * Response 21 from device ID 15 , data = 13
2022-01-29 18:27:22.838672  * Response 22 from device ID 15 , data = 52064
2022-01-29 18:27:22.838672  * Response 23 from device ID 15 , data = 100
2022-01-29 18:27:22.838672  * Response 24 from device ID 15 , data = 9900
2022-01-29 18:27:27.777672 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-29 18:27:27.840178  * Response 1 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 2 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 3 from device ID 15 , data = 128
2022-01-29 18:27:27.840178  * Response 4 from device ID 15 , data = 470
2022-01-29 18:27:27.840178  * Response 5 from device ID 15 , data = 10948
2022-01-29 18:27:27.840178  * Response 6 from device ID 15 , data = 514
2022-01-29 18:27:27.840178  * Response 7 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 8 from device ID 15 , data = 2505
2022-01-29 18:27:27.840178  * Response 9 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 10 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 11 from device ID 15 , data = 2058
2022-01-29 18:27:27.840178  * Response 12 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 13 from device ID 15 , data = 60
2022-01-29 18:27:27.840178  * Response 14 from device ID 15 , data = 70
2022-01-29 18:27:27.840178  * Response 15 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 16 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 17 from device ID 15 , data = 16
2022-01-29 18:27:27.840178  * Response 18 from device ID 15 , data = 22741
2022-01-29 18:27:27.840178  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:27.840178  * Response 21 from device ID 15 , data = 13
2022-01-29 18:27:27.840178  * Response 22 from device ID 15 , data = 52064
2022-01-29 18:27:27.840178  * Response 23 from device ID 15 , data = 100
2022-01-29 18:27:27.840178  * Response 24 from device ID 15 , data = 9900
2022-01-29 18:27:32.779214 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-29 18:27:32.841324  * Response 1 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 2 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 3 from device ID 15 , data = 128
2022-01-29 18:27:32.841324  * Response 4 from device ID 15 , data = 470
2022-01-29 18:27:32.841324  * Response 5 from device ID 15 , data = 10948
2022-01-29 18:27:32.841324  * Response 6 from device ID 15 , data = 514
2022-01-29 18:27:32.841324  * Response 7 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 8 from device ID 15 , data = 2505
2022-01-29 18:27:32.841324  * Response 9 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 10 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 11 from device ID 15 , data = 2058
2022-01-29 18:27:32.841324  * Response 12 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 13 from device ID 15 , data = 60
2022-01-29 18:27:32.841324  * Response 14 from device ID 15 , data = 70
2022-01-29 18:27:32.841324  * Response 15 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 16 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 17 from device ID 15 , data = 16
2022-01-29 18:27:32.841324  * Response 18 from device ID 15 , data = 22741
2022-01-29 18:27:32.841324  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:32.841324  * Response 21 from device ID 15 , data = 13
2022-01-29 18:27:32.841324  * Response 22 from device ID 15 , data = 52064
2022-01-29 18:27:32.841324  * Response 23 from device ID 15 , data = 100
2022-01-29 18:27:32.841324  * Response 24 from device ID 15 , data = 9900
2022-01-29 18:27:33.123079 Read holding register for device ID 15 , Start address = 1000 Quantity = 100
2022-01-29 18:27:33.326256  * Response 1 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 2 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 3 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 4 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 5 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 6 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 7 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 8 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 9 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 10 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 11 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 12 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 13 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 14 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 15 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 16 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 17 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 18 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 19 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 20 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 21 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 22 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 23 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 24 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 25 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 26 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 27 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 28 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 29 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 30 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 31 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 32 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 33 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 34 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 35 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 36 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 37 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 38 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 39 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 40 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 41 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 42 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 43 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 44 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 45 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 46 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 47 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 48 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 49 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 50 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 51 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 52 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 53 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 54 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 55 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 56 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 57 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 58 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 59 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 60 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 61 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 62 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 63 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 64 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 65 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 66 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 67 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 68 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 69 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 70 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 71 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 72 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 73 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 74 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 75 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 76 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 77 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 78 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 79 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 80 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 81 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 82 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 83 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 84 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 85 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 86 from device ID 15 , data = 0
2022-01-29 18:27:33.326256  * Response 87 from device ID 15 , data = 0
