2022-01-28 14:48:38.582622 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-28 14:48:53.639356  * Response 8 from device ID 15 , data = 2503
2022-01-28 14:48:53.639356  * Response 9 from device ID 15 , data = 111
2022-01-28 14:48:53.639356  * Response 10 from device ID 15 , data = 0
2022-01-28 14:48:53.639356  * Response 11 from device ID 15 , data = 2056
2022-01-28 14:48:53.639356  * Response 12 from device ID 15 , data = 0
2022-01-28 14:48:53.639356  * Response 13 from device ID 15 , data = 10
2022-01-28 14:48:53.639356  * Response 14 from device ID 15 , data = 30
2022-01-28 14:48:53.639356  * Response 15 from device ID 15 , data = 0
2022-01-28 14:48:53.639356  * Response 16 from device ID 15 , data = 0
2022-01-28 14:48:53.639356  * Response 17 from device ID 15 , data = 16
2022-01-28 14:48:53.639356  * Response 18 from device ID 15 , data = 22595
2022-01-28 14:48:53.639356  * Response 19 from device ID 15 , data = 0
2022-01-28 14:48:53.639356  * Response 20 from device ID 15 , data = 0
2022-01-28 14:48:53.639356  * Response 21 from device ID 15 , data = 13
2022-01-28 14:48:53.639356  * Response 22 from device ID 15 , data = 52064
2022-01-28 14:48:53.639356  * Response 23 from device ID 15 , data = 40
2022-01-28 14:48:53.639356  * Response 24 from device ID 15 , data = 9900
2022-01-28 14:48:53.920288 Read holding register for device ID 15 , Start address = 1000 Quantity = 100
2022-01-28 14:48:54.133431  * Response 1 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 2 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 3 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 4 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 5 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 6 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 7 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 8 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 9 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 10 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 11 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 12 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 13 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 14 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 15 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 16 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 17 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 18 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 19 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 20 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 21 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 22 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 23 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 24 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 25 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 26 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 27 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 28 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 29 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 30 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 31 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 32 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 33 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 34 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 35 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 36 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 37 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 38 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 39 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 40 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 41 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 42 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 43 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 44 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 45 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 46 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 47 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 48 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 49 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 50 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 51 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 52 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 53 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 54 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 55 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 56 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 57 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 58 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 59 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 60 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 61 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 62 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 63 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 64 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 65 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 66 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 67 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 68 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 69 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 70 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 71 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 72 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 73 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 74 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 75 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 76 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 77 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 78 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 79 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 80 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 81 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 82 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 83 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 84 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 85 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 86 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 87 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 88 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 89 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 90 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 91 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 92 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 93 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 94 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 95 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 96 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 97 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 98 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 99 from device ID 15 , data = 0
2022-01-28 14:48:54.133431  * Response 100 from device ID 15 , data = 0
2022-01-28 14:48:58.582455 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-28 14:48:58.636684  * Response 1 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 2 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 3 from device ID 15 , data = 128
2022-01-28 14:48:58.636684  * Response 4 from device ID 15 , data = 450
2022-01-28 14:48:58.636684  * Response 5 from device ID 15 , data = 10948
2022-01-28 14:48:58.636684  * Response 6 from device ID 15 , data = 492
2022-01-28 14:48:58.636684  * Response 7 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 8 from device ID 15 , data = 2503
2022-01-28 14:48:58.636684  * Response 9 from device ID 15 , data = 59
2022-01-28 14:48:58.636684  * Response 10 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 11 from device ID 15 , data = 2056
2022-01-28 14:48:58.636684  * Response 12 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 13 from device ID 15 , data = 10
2022-01-28 14:48:58.636684  * Response 14 from device ID 15 , data = 30
2022-01-28 14:48:58.636684  * Response 15 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 16 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 17 from device ID 15 , data = 16
2022-01-28 14:48:58.636684  * Response 18 from device ID 15 , data = 22595
2022-01-28 14:48:58.636684  * Response 19 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 20 from device ID 15 , data = 0
2022-01-28 14:48:58.636684  * Response 21 from device ID 15 , data = 13
2022-01-28 14:48:58.636684  * Response 22 from device ID 15 , data = 52064
2022-01-28 14:48:58.636684  * Response 23 from device ID 15 , data = 40
2022-01-28 14:48:58.636684  * Response 24 from device ID 15 , data = 9900
2022-01-28 14:49:03.584283 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-28 14:49:03.638813  * Response 1 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 2 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 3 from device ID 15 , data = 128
2022-01-28 14:49:03.638813  * Response 4 from device ID 15 , data = 450
2022-01-28 14:49:03.638813  * Response 5 from device ID 15 , data = 10948
2022-01-28 14:49:03.638813  * Response 6 from device ID 15 , data = 492
2022-01-28 14:49:03.638813  * Response 7 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 8 from device ID 15 , data = 2503
2022-01-28 14:49:03.638813  * Response 9 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 10 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 11 from device ID 15 , data = 2056
2022-01-28 14:49:03.638813  * Response 12 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 13 from device ID 15 , data = 10
2022-01-28 14:49:03.638813  * Response 14 from device ID 15 , data = 30
2022-01-28 14:49:03.638813  * Response 15 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 16 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 17 from device ID 15 , data = 16
2022-01-28 14:49:03.638813  * Response 18 from device ID 15 , data = 22595
2022-01-28 14:49:03.638813  * Response 19 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 20 from device ID 15 , data = 0
2022-01-28 14:49:03.638813  * Response 21 from device ID 15 , data = 13
2022-01-28 14:49:03.638813  * Response 22 from device ID 15 , data = 52064
2022-01-28 14:49:03.638813  * Response 23 from device ID 15 , data = 40
2022-01-28 14:49:03.638813  * Response 24 from device ID 15 , data = 9900
2022-01-28 14:49:08.585125 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-28 14:49:08.640361  * Response 1 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 2 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 3 from device ID 15 , data = 128
2022-01-28 14:49:08.640361  * Response 4 from device ID 15 , data = 450
2022-01-28 14:49:08.640361  * Response 5 from device ID 15 , data = 10948
2022-01-28 14:49:08.640361  * Response 6 from device ID 15 , data = 492
2022-01-28 14:49:08.640361  * Response 7 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 8 from device ID 15 , data = 2503
2022-01-28 14:49:08.640361  * Response 9 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 10 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 11 from device ID 15 , data = 2056
2022-01-28 14:49:08.640361  * Response 12 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 13 from device ID 15 , data = 10
2022-01-28 14:49:08.640361  * Response 14 from device ID 15 , data = 30
2022-01-28 14:49:08.640361  * Response 15 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 16 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 17 from device ID 15 , data = 16
2022-01-28 14:49:08.640361  * Response 18 from device ID 15 , data = 22595
2022-01-28 14:49:08.640361  * Response 19 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 20 from device ID 15 , data = 0
2022-01-28 14:49:08.640361  * Response 21 from device ID 15 , data = 13
2022-01-28 14:49:08.640361  * Response 22 from device ID 15 , data = 52064
2022-01-28 14:49:08.640361  * Response 23 from device ID 15 , data = 40
2022-01-28 14:49:08.640361  * Response 24 from device ID 15 , data = 9900
2022-01-28 14:49:13.584433 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-01-28 14:49:13.639185  * Response 1 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 2 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 3 from device ID 15 , data = 128
2022-01-28 14:49:13.639185  * Response 4 from device ID 15 , data = 450
2022-01-28 14:49:13.639185  * Response 5 from device ID 15 , data = 10948
2022-01-28 14:49:13.639185  * Response 6 from device ID 15 , data = 492
2022-01-28 14:49:13.639185  * Response 7 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 8 from device ID 15 , data = 2503
2022-01-28 14:49:13.639185  * Response 9 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 10 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 11 from device ID 15 , data = 2056
2022-01-28 14:49:13.639185  * Response 12 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 13 from device ID 15 , data = 10
2022-01-28 14:49:13.639185  * Response 14 from device ID 15 , data = 30
2022-01-28 14:49:13.639185  * Response 15 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 16 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 17 from device ID 15 , data = 16
2022-01-28 14:49:13.639185  * Response 18 from device ID 15 , data = 22595
2022-01-28 14:49:13.639185  * Response 19 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 20 from device ID 15 , data = 0
2022-01-28 14:49:13.639185  * Response 21 from device ID 15 , data = 13
2022-01-28 14:49:13.639185  * Response 22 from device ID 15 , data = 52064
2022-01-28 14:49:13.639185  * Response 23 from device ID 15 , data = 40
2022-01-28 14:49:13.639185  * Response 24 from device ID 15 , data = 9900
2022-01-28 14:49:13.920330 Read holding register for device ID 15 , Start address = 1000 Quantity = 100
2022-01-28 14:49:14.132814  * Response 1 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 2 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 3 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 4 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 5 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 6 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 7 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 8 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 9 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 10 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 11 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 12 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 13 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 14 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 15 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 16 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 17 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 18 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 19 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 20 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 21 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 22 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 23 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 24 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 25 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 26 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 27 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 28 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 29 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 30 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 31 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 32 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 33 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 34 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 35 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 36 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 37 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 38 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 39 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 40 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 41 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 42 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 43 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 44 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 45 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 46 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 47 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 48 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 49 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 50 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 51 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 52 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 53 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 54 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 55 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 56 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 57 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 58 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 59 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 60 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 61 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 62 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 63 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 64 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 65 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 66 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 67 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 68 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 69 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 70 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 71 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 72 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 73 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 74 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 75 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 76 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 77 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 78 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 79 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 80 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 81 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 82 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 83 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 84 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 85 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 86 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 87 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 88 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 89 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 90 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 91 from device ID 15 , data = 0
2022-01-28 14:49:14.132814  * Response 92 from device ID 15 , data = 0
