2022-02-13 17:27:13.991712 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-02-13 17:27:19.573770  * Response 17 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 18 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 19 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 20 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 21 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 22 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 23 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 24 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 25 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 26 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 27 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 28 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 29 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 30 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 31 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 32 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 33 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 34 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 35 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 36 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 37 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 38 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 39 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 40 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 41 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 42 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 43 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 44 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 45 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 46 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 47 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 48 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 49 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 50 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 51 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 52 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 53 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 54 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 55 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 56 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 57 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 58 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 59 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 60 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 61 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 62 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 63 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 64 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 65 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 66 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 67 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 68 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 69 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 70 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 71 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 72 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 73 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 74 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 75 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 76 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 77 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 78 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 79 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 80 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 81 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 82 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 83 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 84 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 85 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 86 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 87 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 88 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 89 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 90 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 91 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 92 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 93 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 94 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 95 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 96 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 97 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 98 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 99 from device ID 15 , data = 0
2022-02-13 17:27:19.573770  * Response 100 from device ID 15 , data = 0
2022-02-13 17:27:23.996947 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-02-13 17:27:24.074710  * Response 1 from device ID 15 , data = 3
2022-02-13 17:27:24.074710  * Response 2 from device ID 15 , data = 0
2022-02-13 17:27:24.074710  * Response 3 from device ID 15 , data = 144
2022-02-13 17:27:24.074710  * Response 4 from device ID 15 , data = 370
2022-02-13 17:27:24.074710  * Response 5 from device ID 15 , data = 10948
2022-02-13 17:27:24.074710  * Response 6 from device ID 15 , data = 405
2022-02-13 17:27:24.074710  * Response 7 from device ID 15 , data = 0
2022-02-13 17:27:24.074710  * Response 8 from device ID 15 , data = 2502
2022-02-13 17:27:24.074710  * Response 9 from device ID 15 , data = 2043
2022-02-13 17:27:24.074710  * Response 10 from device ID 15 , data = 0
2022-02-13 17:27:24.074710  * Response 11 from device ID 15 , data = 2055
2022-02-13 17:27:24.074710  * Response 12 from device ID 15 , data = 0
2022-02-13 17:27:24.074710  * Response 13 from device ID 15 , data = 50
2022-02-13 17:27:24.074710  * Response 14 from device ID 15 , data = 70
2022-02-13 17:27:24.074710  * Response 15 from device ID 15 , data = 0
2022-02-13 17:27:24.074710  * Response 16 from device ID 15 , data = 0
2022-02-13 17:27:24.074710  * Response 17 from device ID 15 , data = 16
2022-02-13 17:27:24.074710  * Response 18 from device ID 15 , data = 24382
2022-02-13 17:27:24.074710  * Response 19 from device ID 15 , data = 0
2022-02-13 17:27:24.074710  * Response 20 from device ID 15 , data = 0
2022-02-13 17:27:24.074710  * Response 21 from device ID 15 , data = 13
2022-02-13 17:27:24.074710  * Response 22 from device ID 15 , data = 52064
2022-02-13 17:27:24.074710  * Response 23 from device ID 15 , data = 70
2022-02-13 17:27:24.074710  * Response 24 from device ID 15 , data = 9900
2022-02-13 17:27:28.998017 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-02-13 17:27:29.060547  * Response 1 from device ID 15 , data = 3
2022-02-13 17:27:29.060547  * Response 2 from device ID 15 , data = 0
2022-02-13 17:27:29.060547  * Response 3 from device ID 15 , data = 144
2022-02-13 17:27:29.060547  * Response 4 from device ID 15 , data = 370
2022-02-13 17:27:29.060547  * Response 5 from device ID 15 , data = 10948
2022-02-13 17:27:29.060547  * Response 6 from device ID 15 , data = 405
2022-02-13 17:27:29.060547  * Response 7 from device ID 15 , data = 0
2022-02-13 17:27:29.060547  * Response 8 from device ID 15 , data = 2500
2022-02-13 17:27:29.060547  * Response 9 from device ID 15 , data = 2047
2022-02-13 17:27:29.060547  * Response 10 from device ID 15 , data = 0
2022-02-13 17:27:29.060547  * Response 11 from device ID 15 , data = 2054
2022-02-13 17:27:29.060547  * Response 12 from device ID 15 , data = 0
2022-02-13 17:27:29.060547  * Response 13 from device ID 15 , data = 50
2022-02-13 17:27:29.060547  * Response 14 from device ID 15 , data = 70
2022-02-13 17:27:29.060547  * Response 15 from device ID 15 , data = 0
2022-02-13 17:27:29.060547  * Response 16 from device ID 15 , data = 0
2022-02-13 17:27:29.060547  * Response 17 from device ID 15 , data = 16
2022-02-13 17:27:29.060547  * Response 18 from device ID 15 , data = 24382
2022-02-13 17:27:29.060547  * Response 19 from device ID 15 , data = 0
2022-02-13 17:27:29.060547  * Response 20 from device ID 15 , data = 0
2022-02-13 17:27:29.060547  * Response 21 from device ID 15 , data = 13
2022-02-13 17:27:29.060547  * Response 22 from device ID 15 , data = 52064
2022-02-13 17:27:29.060547  * Response 23 from device ID 15 , data = 70
2022-02-13 17:27:29.060547  * Response 24 from device ID 15 , data = 9900
2022-02-13 17:27:33.999566 Read holding register for device ID 15 , Start address = 300 Quantity = 24
2022-02-13 17:27:34.062359  * Response 1 from device ID 15 , data = 3
2022-02-13 17:27:34.062359  * Response 2 from device ID 15 , data = 0
2022-02-13 17:27:34.062359  * Response 3 from device ID 15 , data = 144
2022-02-13 17:27:34.062359  * Response 4 from device ID 15 , data = 370
2022-02-13 17:27:34.062359  * Response 5 from device ID 15 , data = 10948
2022-02-13 17:27:34.062359  * Response 6 from device ID 15 , data = 405
2022-02-13 17:27:34.062359  * Response 7 from device ID 15 , data = 0
2022-02-13 17:27:34.062359  * Response 8 from device ID 15 , data = 2500
2022-02-13 17:27:34.062359  * Response 9 from device ID 15 , data = 2043
2022-02-13 17:27:34.062359  * Response 10 from device ID 15 , data = 0
2022-02-13 17:27:34.062359  * Response 11 from device ID 15 , data = 2054
2022-02-13 17:27:34.062359  * Response 12 from device ID 15 , data = 0
2022-02-13 17:27:34.062359  * Response 13 from device ID 15 , data = 50
2022-02-13 17:27:34.062359  * Response 14 from device ID 15 , data = 70
2022-02-13 17:27:34.062359  * Response 15 from device ID 15 , data = 0
2022-02-13 17:27:34.062359  * Response 16 from device ID 15 , data = 0
2022-02-13 17:27:34.062359  * Response 17 from device ID 15 , data = 16
2022-02-13 17:27:34.062359  * Response 18 from device ID 15 , data = 24382
2022-02-13 17:27:34.062359  * Response 19 from device ID 15 , data = 0
2022-02-13 17:27:34.062359  * Response 20 from device ID 15 , data = 0
2022-02-13 17:27:34.062359  * Response 21 from device ID 15 , data = 13
2022-02-13 17:27:34.062359  * Response 22 from device ID 15 , data = 52064
2022-02-13 17:27:34.062359  * Response 23 from device ID 15 , data = 70
2022-02-13 17:27:34.062359  * Response 24 from device ID 15 , data = 9900
